Name,Identifier,E.C.,GPR,Reversible,Flux Lower Bound,Flux Upper Bound,bigg.reaction,kegg.reaction,metanetx.reaction,reactome
R_HMR_6885,R_HMR_6885,1.6.5.5,(ENSG00000116791),TRUE,-1000,1000,,,MNXR103531,
R_HMR_6886,R_HMR_6886,2.5.1.18,(ENSG00000084207) or (ENSG00000174156) or (ENSG00000008394) or (ENSG00000134184) or (ENSG00000143198) or (ENSG00000182793) or (ENSG00000134201) or (ENSG00000134202) or (ENSG00000148834) or (ENSG00000170899) or (ENSG00000244067) or (ENSG00000085871) or (ENSG00000163106) or (ENSG00000168765) or (ENSG00000197448) or (ENSG00000065621) or (ENSG00000100577) or (ENSG00000133433) or (ENSG00000099984) or (ENSG00000213366) or (ENSG00000243955),TRUE,-1000,1000,,,MNXR103693,
R_HMR_6888,R_HMR_6888,5.3.3.12,(ENSG00000080166),FALSE,0,1000,,R03673,MNXR108329,
R_HMR_6889,R_HMR_6889,1.1.3.-;1.14.18.1,(ENSG00000077498) or (ENSG00000107165),FALSE,0,1000,,,MNXR103829,
R_HMR_6890,R_HMR_6890,,,TRUE,-1000,1000,,,,
R_HMR_6901,R_HMR_6901,2.5.1.91,(ENSG00000164494) or (ENSG00000148459),FALSE,0,1000,,R09249,MNXR97778,
R_HMR_6902,R_HMR_6902,,,TRUE,-1000,1000,,,,
R_HMR_6903,R_HMR_6903,2.5.1.39,(ENSG00000173085),FALSE,0,1000,,R07273,MNXR110956,
R_HMR_6904,R_HMR_6904,1.14.13.-,(ENSG00000119723),FALSE,0,1000,,,,
R_HMR_6905,R_HMR_6905,2.1.1.114,(ENSG00000132423),FALSE,0,1000,,,,
R_HMR_6906,R_HMR_6906,4.1.1.-,,FALSE,0,1000,,,,
R_HMR_6907,R_HMR_6907,1.14.13.-,(ENSG00000119723),FALSE,0,1000,,,,
R_HMR_6908,R_HMR_6908,2.1.1.201,(ENSG00000110871),FALSE,0,1000,,,,
R_HMR_6909,R_HMR_6909,1.14.-.-,(ENSG00000167186),FALSE,0,1000,,,,
R_HMR_6910,R_HMR_6910,2.1.1.64,(ENSG00000132423),FALSE,0,1000,,,MNXR122729,
R_HMR_6924,R_HMR_6924,1.13.11.-,(ENSG00000179148) or (ENSG00000179477) or (ENSG00000188676),FALSE,0,1000,,,MNXR103504,
R_HMR_6925,R_HMR_6925,1.1.1.-,(ENSG00000160439) or (ENSG00000186153) or (ENSG00000198189) or (ENSG00000183921) or (ENSG00000099377) or (ENSG00000197894) or (ENSG00000100867) or (ENSG00000164039) or (ENSG00000139988) or (ENSG00000170786) or (ENSG00000121039) or (ENSG00000159692) or (ENSG00000227471) or (ENSG00000184860) or (ENSG00000198610) or (ENSG00000176387) or (ENSG00000204228) or (ENSG00000187134) or (ENSG00000240857) or (ENSG00000087076) or (ENSG00000145439) or (ENSG00000109854) or (ENSG00000170426) or (ENSG00000167733) or (ENSG00000198074) or (ENSG00000138400),TRUE,-1000,1000,,,MNXR103647,
R_HMR_6926,R_HMR_6926,6.4.1.4,(ENSG00000131844 and ENSG00000078070),TRUE,-1000,1000,,,MNXR103680,
R_HMR_6927,R_HMR_6927,6.4.1.4,(ENSG00000131844 and ENSG00000078070),TRUE,-1000,1000,,,MNXR103681,
R_HMR_6928,R_HMR_6928,,,TRUE,-1000,1000,,,,
R_HMR_6929,R_HMR_6929,2.3.1.57,(ENSG00000141504) or (ENSG00000130066),TRUE,-1000,1000,,,MNXR97455,
R_HMR_6930,R_HMR_6930,2.3.1.57,(ENSG00000141504) or (ENSG00000130066),TRUE,-1000,1000,,,MNXR97455,
R_HMR_6931,R_HMR_6931,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103467,
R_HMR_6932,R_HMR_6932,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103467,
R_HMR_6933,R_HMR_6933,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103467,
R_HMR_6934,R_HMR_6934,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103472,
R_HMR_6935,R_HMR_6935,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103472,
R_HMR_6936,R_HMR_6936,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103472,
R_HMR_6937,R_HMR_6937,,,TRUE,-1000,1000,,,,
R_HMR_6938,R_HMR_6938,2.3.1.57,(ENSG00000141504) or (ENSG00000130066),TRUE,-1000,1000,,,MNXR104491,
R_HMR_6939,R_HMR_6939,2.3.1.57,(ENSG00000141504) or (ENSG00000130066),TRUE,-1000,1000,,,,
R_HMR_6940,R_HMR_6940,,,TRUE,-1000,1000,,,MNXR104492,
R_HMR_6941,R_HMR_6941,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103473,
R_HMR_6942,R_HMR_6942,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103473,
R_HMR_6943,R_HMR_6943,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103473,
R_HMR_6944,R_HMR_6944,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103468,
R_HMR_6945,R_HMR_6945,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103468,
R_HMR_6946,R_HMR_6946,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103468,
R_HMR_6947,R_HMR_6947,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103885,
R_HMR_6948,R_HMR_6948,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103885,
R_HMR_6949,R_HMR_6949,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103885,
R_HMR_6950,R_HMR_6950,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103469,
R_HMR_6951,R_HMR_6951,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103469,
R_HMR_6952,R_HMR_6952,1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,,,MNXR103469,
R_HMR_6953,R_HMR_6953,1.2.1.-,(ENSG00000064763) or (ENSG00000118514) or (ENSG00000197601),FALSE,0,1000,,,MNXR103653,
R_HMR_6954,R_HMR_6954,1.2.1.-,(ENSG00000064763) or (ENSG00000118514) or (ENSG00000197601),FALSE,0,1000,,,MNXR103654,
R_HMR_6955,R_HMR_6955,2.6.1.82,,TRUE,-1000,1000,,R07408,MNXR103470,
R_HMR_6956,R_HMR_6956,,,TRUE,-1000,1000,,,MNXR103503,
R_HMR_6957,R_HMR_6957,,,TRUE,-1000,1000,,,,
R_HMR_6958,R_HMR_6958,1.5.3.13;1.5.3.16,(ENSG00000148832) or (ENSG00000088826),FALSE,0,1000,,R03899,MNXR103521,
R_HMR_6959,R_HMR_6959,1.5.3.13;1.5.3.16,(ENSG00000148832) or (ENSG00000088826),FALSE,0,1000,,R03899,MNXR103521,
R_HMR_6960,R_HMR_6960,,,TRUE,-1000,1000,,,MNXR103502,
R_HMR_6961,R_HMR_6961,1.5.3.13;1.5.3.16,(ENSG00000148832) or (ENSG00000088826),FALSE,0,1000,,R09074,MNXR103519,
R_HMR_6962,R_HMR_6962,1.5.3.13;1.5.3.16,(ENSG00000148832) or (ENSG00000088826),FALSE,0,1000,,R09074,MNXR103519,
R_HMR_6963,R_HMR_6963,1.5.3.13;1.5.3.16,(ENSG00000148832) or (ENSG00000088826),FALSE,0,1000,,,MNXR103520,
R_HMR_6964,R_HMR_6964,1.5.3.13;1.5.3.16,(ENSG00000148832) or (ENSG00000088826),FALSE,0,1000,,,MNXR103520,
R_HMR_6965,R_HMR_6965,2.5.1.46,(ENSG00000095059),TRUE,-1000,1000,,R07477,MNXR103562,
R_HMR_6966,R_HMR_6966,2.5.1.46,(ENSG00000095059),TRUE,-1000,1000,,,MNXR103563,
R_HMR_6967,R_HMR_6967,2.5.1.46,(ENSG00000095059),TRUE,-1000,1000,,,MNXR103564,
R_HMR_6968,R_HMR_6968,2.3.1.1,(ENSG00000161653),TRUE,-1000,1000,,,MNXR103593,
R_HMR_6969,R_HMR_6969,3.5.1.15,(ENSG00000132744) or (ENSG00000108381),TRUE,-1000,1000,,,MNXR103711,
R_HMR_6970,R_HMR_6970,2.6.1.2,(ENSG00000167701),TRUE,-1000,1000,,,MNXR103594,
R_HMR_6971,R_HMR_6971,2.3.2.4,(ENSG00000006625) or (ENSG00000134864),TRUE,-1000,1000,,,MNXR103595,
R_HMR_6972,R_HMR_6972,2.3.2.4,(ENSG00000006625) or (ENSG00000134864),TRUE,-1000,1000,,,MNXR103596,
R_HMR_6973,R_HMR_6973,1.2.1.-,(ENSG00000064763) or (ENSG00000118514) or (ENSG00000197601),TRUE,-1000,1000,,,MNXR103655,
R_HMR_6974,R_HMR_6974,,,FALSE,0,1000,,,,
R_HMR_6975,R_HMR_6975,2.1.1.43,(ENSG00000118058) or (ENSG00000183955) or (ENSG00000099381) or (ENSG00000147548) or (ENSG00000136169) or (ENSG00000116539) or (ENSG00000181555) or (ENSG00000143379) or (ENSG00000272333 and ENSG00000055609) or (ENSG00000133247) or (ENSG00000152455) or (ENSG00000165671) or (ENSG00000055609 and ENSG00000167548) or (ENSG00000170364) or (ENSG00000185420) or (ENSG00000181090) or (ENSG00000109685) or (ENSG00000104885) or (ENSG00000145391) or (ENSG00000005483) or (ENSG00000101945) or (ENSG00000204371) or (ENSG00000110066) or (ENSG00000139718),FALSE,0,1000,,R03875,MNXR108494,
R_HMR_6976,R_HMR_6976,2.1.1.43,(ENSG00000118058) or (ENSG00000183955) or (ENSG00000099381) or (ENSG00000147548) or (ENSG00000136169) or (ENSG00000116539) or (ENSG00000181555) or (ENSG00000143379) or (ENSG00000272333 and ENSG00000055609) or (ENSG00000133247) or (ENSG00000152455) or (ENSG00000165671) or (ENSG00000055609 and ENSG00000167548) or (ENSG00000170364) or (ENSG00000185420) or (ENSG00000181090) or (ENSG00000109685) or (ENSG00000104885) or (ENSG00000145391) or (ENSG00000005483) or (ENSG00000101945) or (ENSG00000204371) or (ENSG00000110066) or (ENSG00000139718),FALSE,0,1000,,R04866,MNXR109175,
R_HMR_6977,R_HMR_6977,2.1.1.43,(ENSG00000118058) or (ENSG00000183955) or (ENSG00000099381) or (ENSG00000147548) or (ENSG00000136169) or (ENSG00000116539) or (ENSG00000181555) or (ENSG00000143379) or (ENSG00000272333 and ENSG00000055609) or (ENSG00000133247) or (ENSG00000152455) or (ENSG00000165671) or (ENSG00000055609 and ENSG00000167548) or (ENSG00000170364) or (ENSG00000185420) or (ENSG00000181090) or (ENSG00000109685) or (ENSG00000104885) or (ENSG00000145391) or (ENSG00000005483) or (ENSG00000101945) or (ENSG00000204371) or (ENSG00000110066) or (ENSG00000139718),FALSE,0,1000,,R04867,MNXR109176,
R_HMR_6978,R_HMR_6978,3.4.21.89;3.4.-.-,(ENSG00000140612 and ENSG00000118363 and ENSG00000166562 and ENSG00000129128 and ENSG00000114902),FALSE,0,1000,,R04313,MNXR108803,
R_HMR_6979,R_HMR_6979,1.14.11.8,(ENSG00000185973),FALSE,0,1000,,R03451,MNXR108181,
R_HMR_6981,R_HMR_6981,1.2.1.47,(ENSG00000143149),FALSE,0,1000,,R03283,MNXR108074,
R_HMR_6982,R_HMR_6982,1.4.11.1,(ENSG00000129151),FALSE,0,1000,,R02397,MNXR96215,
R_HMR_6983,R_HMR_6983,1.14.11.4,(ENSG00000152952) or (ENSG00000167123) or (ENSG00000106397) or (ENSG00000083444),FALSE,0,1000,,R03376,MNXR102412,
R_HMR_6984,R_HMR_6984,2.4.1.50,(ENSG00000106397) or (ENSG00000198756) or (ENSG00000130309),FALSE,0,1000,,R03380,MNXR108131,
R_HMR_6985,R_HMR_6985,2.4.1.66,(ENSG00000106397),FALSE,0,1000,,R04491,MNXR108923,
R_HMR_6986,R_HMR_6986,,,TRUE,-1000,1000,,,,
R_HMR_6987,R_HMR_6987,,,TRUE,-1000,1000,,,,
R_HMR_6989,R_HMR_6989,,(ENSG00000105641),FALSE,0,1000,,,,
R_HMR_6990,R_HMR_6990,,,TRUE,-1000,1000,,,,
R_HMR_6991,R_HMR_6991,,,TRUE,-1000,1000,,,,
R_HMR_6992,R_HMR_6992,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000282301) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R07079,MNXR110787,
R_HMR_6993,R_HMR_6993,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000282301) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R07080,MNXR110788,
R_HMR_6994,R_HMR_6994,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000282301) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R07081,MNXR110789,
R_HMR_6995,R_HMR_6995,2.5.1.18,(ENSG00000084207) or (ENSG00000174156) or (ENSG00000008394) or (ENSG00000134184) or (ENSG00000143198) or (ENSG00000182793) or (ENSG00000134201) or (ENSG00000134202) or (ENSG00000148834) or (ENSG00000170899) or (ENSG00000244067) or (ENSG00000085871) or (ENSG00000168765) or (ENSG00000197448) or (ENSG00000065621) or (ENSG00000099984) or (ENSG00000213366) or (ENSG00000243955),TRUE,-1000,1000,,R07083,MNXR110791,
R_HMR_6996,R_HMR_6996,3.3.2.9,(ENSG00000143819),TRUE,-1000,1000,,R07082,MNXR110790,
R_HMR_6997,R_HMR_6997,,,FALSE,0,1000,,R07086,MNXR110794,
R_HMR_6998,R_HMR_6998,2.5.1.18,(ENSG00000084207) or (ENSG00000174156) or (ENSG00000008394) or (ENSG00000134184) or (ENSG00000143198) or (ENSG00000182793) or (ENSG00000134201) or (ENSG00000134202) or (ENSG00000148834) or (ENSG00000170899) or (ENSG00000244067) or (ENSG00000085871) or (ENSG00000168765) or (ENSG00000197448) or (ENSG00000065621) or (ENSG00000099984) or (ENSG00000213366) or (ENSG00000243955),FALSE,0,1000,,R07084,MNXR110792,
R_HMR_6999,R_HMR_6999,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000282301) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R07085,MNXR110793,
R_HMR_7000,R_HMR_7000,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000282301) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R07087,MNXR110795,
R_HMR_7001,R_HMR_7001,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000282301) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R07000,MNXR110713,
R_HMR_7002,R_HMR_7002,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000282301) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R07001,MNXR110714,
R_HMR_7003,R_HMR_7003,2.5.1.18,(ENSG00000084207) or (ENSG00000174156) or (ENSG00000008394) or (ENSG00000134184) or (ENSG00000143198) or (ENSG00000182793) or (ENSG00000134201) or (ENSG00000134202) or (ENSG00000148834) or (ENSG00000170899) or (ENSG00000244067) or (ENSG00000085871) or (ENSG00000168765) or (ENSG00000197448) or (ENSG00000065621) or (ENSG00000099984) or (ENSG00000213366) or (ENSG00000243955),FALSE,0,1000,,R07002,MNXR110715,
R_HMR_7004,R_HMR_7004,3.3.2.9,(ENSG00000143819),FALSE,0,1000,,R07013,MNXR110726,
R_HMR_7005,R_HMR_7005,1.3.1.20,(ENSG00000151632) or (ENSG00000198610) or (ENSG00000104808) or (ENSG00000196139) or (ENSG00000187134),FALSE,0,1000,,R07015,MNXR97389,
R_HMR_7006,R_HMR_7006,,,FALSE,0,1000,,R07017,MNXR110729,
R_HMR_7007,R_HMR_7007,,,FALSE,0,1000,,R07016,MNXR110728,
R_HMR_7008,R_HMR_7008,,,FALSE,0,1000,,R07009,MNXR110722,
R_HMR_7009,R_HMR_7009,,,FALSE,0,1000,,R07018,MNXR110730,
R_HMR_7010,R_HMR_7010,,,FALSE,0,1000,,R07019,MNXR110731,
R_HMR_7011,R_HMR_7011,,,FALSE,0,1000,,R07011,MNXR110724,
R_HMR_7012,R_HMR_7012,,,FALSE,0,1000,,R07020,MNXR110732,
R_HMR_7013,R_HMR_7013,2.5.1.18,(ENSG00000084207) or (ENSG00000174156) or (ENSG00000008394) or (ENSG00000134184) or (ENSG00000143198) or (ENSG00000182793) or (ENSG00000134201) or (ENSG00000134202) or (ENSG00000148834) or (ENSG00000170899) or (ENSG00000244067) or (ENSG00000085871) or (ENSG00000168765) or (ENSG00000197448) or (ENSG00000065621) or (ENSG00000099984) or (ENSG00000213366) or (ENSG00000243955),FALSE,0,1000,,R07004,MNXR110717,
R_HMR_7014,R_HMR_7014,3.3.2.9,(ENSG00000143819),FALSE,0,1000,,R07014,MNXR110727,
R_HMR_7015,R_HMR_7015,,,FALSE,0,1000,,R07010,MNXR110723,
R_HMR_7016,R_HMR_7016,,,FALSE,0,1000,,R07012,MNXR110725,
R_HMR_7017,R_HMR_7017,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R09404,MNXR112828,
R_HMR_7018,R_HMR_7018,1.14.14.1,(ENSG00000140505),FALSE,0,1000,,R09405,MNXR112829,
R_HMR_7019,R_HMR_7019,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),TRUE,-1000,1000,,R09406,MNXR112830,
R_HMR_7020,R_HMR_7020,1.14.14.1,(ENSG00000140505),FALSE,0,1000,,R09407,MNXR112831,
R_HMR_7021,R_HMR_7021,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000282301) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R09408,MNXR112832,
R_HMR_7022,R_HMR_7022,2.5.1.18,(ENSG00000084207) or (ENSG00000174156) or (ENSG00000008394) or (ENSG00000134184) or (ENSG00000143198) or (ENSG00000182793) or (ENSG00000134201) or (ENSG00000134202) or (ENSG00000148834) or (ENSG00000170899) or (ENSG00000244067) or (ENSG00000085871) or (ENSG00000168765) or (ENSG00000197448) or (ENSG00000065621) or (ENSG00000099984) or (ENSG00000213366) or (ENSG00000243955),FALSE,0,1000,,R09409,MNXR112833,
R_HMR_7023,R_HMR_7023,3.3.2.9,(ENSG00000143819),FALSE,0,1000,,R09410,MNXR112834,
R_HMR_7024,R_HMR_7024,,,FALSE,0,1000,,R09411,MNXR112835,
R_HMR_7025,R_HMR_7025,1.1.1.11,(ENSG00000162482) or (ENSG00000053371),FALSE,0,1000,,R09412,MNXR112836,
R_HMR_7026,R_HMR_7026,1.1.1.11,(ENSG00000162482) or (ENSG00000053371),FALSE,0,1000,,R09414,MNXR112838,
R_HMR_7027,R_HMR_7027,1.1.1.11,(ENSG00000162482) or (ENSG00000053371),FALSE,0,1000,,R09413,MNXR112837,
R_HMR_7028,R_HMR_7028,1.1.1.11,(ENSG00000162482) or (ENSG00000053371),FALSE,0,1000,,R09415,MNXR112839,
R_HMR_7029,R_HMR_7029,2.5.1.18,(ENSG00000084207) or (ENSG00000174156) or (ENSG00000008394) or (ENSG00000134184) or (ENSG00000143198) or (ENSG00000182793) or (ENSG00000134201) or (ENSG00000134202) or (ENSG00000148834) or (ENSG00000170899) or (ENSG00000244067) or (ENSG00000085871) or (ENSG00000168765) or (ENSG00000197448) or (ENSG00000065621) or (ENSG00000099984) or (ENSG00000213366) or (ENSG00000243955),FALSE,0,1000,,R07100,MNXR110808,
R_HMR_7030,R_HMR_7030,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000282301) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R07098,MNXR110806,
R_HMR_7031,R_HMR_7031,,,FALSE,0,1000,,R07102,MNXR110810,
R_HMR_7032,R_HMR_7032,,,FALSE,0,1000,,R07103,MNXR110811,
R_HMR_7033,R_HMR_7033,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000282301) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R07099,MNXR110807,
R_HMR_7034,R_HMR_7034,,,FALSE,0,1000,,R07101,MNXR110809,
R_HMR_7035,R_HMR_7035,1.2.1.5,(ENSG00000006534) or (ENSG00000132746) or (ENSG00000184254) or (ENSG00000108602),FALSE,0,1000,,R07104,MNXR110812,
R_HMR_7036,R_HMR_7036,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000282301) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R07107,MNXR110815,
R_HMR_7037,R_HMR_7037,,,FALSE,0,1000,,R07123,MNXR110830,
R_HMR_7038,R_HMR_7038,1.1.1.1,(ENSG00000248144) or (ENSG00000197894) or (ENSG00000147576) or (ENSG00000196616) or (ENSG00000187758) or (ENSG00000172955) or (ENSG00000196344) or (ENSG00000198099),FALSE,0,1000,,R07105,MNXR110813,
R_HMR_7039,R_HMR_7039,2.4.1.17,(ENSG00000145626) or (ENSG00000109181) or (ENSG00000167165) or (ENSG00000241635) or (ENSG00000171234) or (ENSG00000197888) or (ENSG00000240224) or (ENSG00000196620) or (ENSG00000213759) or (ENSG00000168671) or (ENSG00000244122) or (ENSG00000242366) or (ENSG00000156096) or (ENSG00000241119) or (ENSG00000242515) or (ENSG00000135220) or (ENSG00000135226) or (ENSG00000173610) or (ENSG00000243135) or (ENSG00000244474),FALSE,0,1000,,R07106,MNXR110814,
R_HMR_7040,R_HMR_7040,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000282301) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R07066,MNXR110774,
R_HMR_7041,R_HMR_7041,2.5.1.18,(ENSG00000084207) or (ENSG00000174156) or (ENSG00000008394) or (ENSG00000134184) or (ENSG00000143198) or (ENSG00000182793) or (ENSG00000134201) or (ENSG00000134202) or (ENSG00000148834) or (ENSG00000170899) or (ENSG00000244067) or (ENSG00000085871) or (ENSG00000168765) or (ENSG00000197448) or (ENSG00000065621) or (ENSG00000099984) or (ENSG00000213366) or (ENSG00000243955),FALSE,0,1000,,R07069,MNXR110777,
R_HMR_7042,R_HMR_7042,3.3.2.9,(ENSG00000143819),FALSE,0,1000,,R07071,MNXR110779,
R_HMR_7043,R_HMR_7043,,,FALSE,0,1000,,R07073,MNXR110781,
R_HMR_7044,R_HMR_7044,1.14.14.1,(ENSG00000130649),FALSE,0,1000,,R07075,MNXR110783,
R_HMR_7045,R_HMR_7045,,,FALSE,0,1000,,R07076,MNXR110784,
R_HMR_7046,R_HMR_7046,,,FALSE,0,1000,,R07077,MNXR110785,
R_HMR_7047,R_HMR_7047,,,FALSE,0,1000,,R07078,MNXR110786,
R_HMR_7048,R_HMR_7048,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000282301) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),TRUE,-1000,1000,,R07068,MNXR110776,
R_HMR_7049,R_HMR_7049,,,TRUE,-1000,1000,,R07074,MNXR110782,
R_HMR_7050,R_HMR_7050,2.5.1.18,(ENSG00000084207) or (ENSG00000174156) or (ENSG00000008394) or (ENSG00000134184) or (ENSG00000143198) or (ENSG00000182793) or (ENSG00000134201) or (ENSG00000134202) or (ENSG00000148834) or (ENSG00000170899) or (ENSG00000244067) or (ENSG00000085871) or (ENSG00000168765) or (ENSG00000197448) or (ENSG00000065621) or (ENSG00000099984) or (ENSG00000213366) or (ENSG00000243955),FALSE,0,1000,,R07070,MNXR110778,
R_HMR_7051,R_HMR_7051,3.3.2.9,(ENSG00000143819),FALSE,0,1000,,R07072,MNXR110780,
R_HMR_7052,R_HMR_7052,1.14.14.1,(ENSG00000138061),FALSE,0,1000,,R09416,MNXR112840,
R_HMR_7053,R_HMR_7053,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R09441,MNXR112864,
R_HMR_7054,R_HMR_7054,1.14.14.1,(ENSG00000021461) or (ENSG00000106258) or (ENSG00000282301) or (ENSG00000108242) or (ENSG00000138061) or (ENSG00000140465) or (ENSG00000138115) or (ENSG00000138109) or (ENSG00000160868) or (ENSG00000160870) or (ENSG00000165841),FALSE,0,1000,,R09442,MNXR112865,
